file_name,mfcc_mean_1,mfcc_std_1,mfcc_mean_2,mfcc_std_2,mfcc_mean_3,mfcc_std_3,mfcc_mean_4,mfcc_std_4,mfcc_mean_5,mfcc_std_5,mfcc_mean_6,mfcc_std_6,mfcc_mean_7,mfcc_std_7,mfcc_mean_8,mfcc_std_8,mfcc_mean_9,mfcc_std_9,mfcc_mean_10,mfcc_std_10,mfcc_mean_11,mfcc_std_11,mfcc_mean_12,mfcc_std_12,mfcc_mean_13,mfcc_std_13,chroma_mean_1,chroma_std_1,chroma_mean_2,chroma_std_2,chroma_mean_3,chroma_std_3,chroma_mean_4,chroma_std_4,chroma_mean_5,chroma_std_5,chroma_mean_6,chroma_std_6,chroma_mean_7,chroma_std_7,chroma_mean_8,chroma_std_8,chroma_mean_9,chroma_std_9,chroma_mean_10,chroma_std_10,chroma_mean_11,chroma_std_11,chroma_mean_12,chroma_std_12,spec_contrast_mean_1,spec_contrast_std_1,spec_contrast_mean_2,spec_contrast_std_2,spec_contrast_mean_3,spec_contrast_std_3,spec_contrast_mean_4,spec_contrast_std_4,spec_contrast_mean_5,spec_contrast_std_5,spec_contrast_mean_6,spec_contrast_std_6,spec_contrast_mean_7,spec_contrast_std_7,zcr_mean,zcr_std,spec_centroid_mean,spec_centroid_std,spec_rolloff_mean,spec_rolloff_std,label
vocal19.wav,-266.40173,90.71306,9.049216,51.307854,-18.916128,39.905724,-16.46738,34.173832,-22.526321,24.397451,-35.46041,26.592913,-13.425074,19.815905,-41.729458,17.807644,-19.287334,15.974283,-16.94329,15.0871525,-51.722748,17.010822,-2.668811,13.760272,-19.041206,17.117174,0.2323968,0.30041724,0.22253296,0.29953402,0.20234744,0.2861469,0.19333188,0.2819159,0.20134719,0.28431332,0.23565336,0.32045445,0.26850766,0.31711394,0.33244538,0.3688369,0.29900104,0.3228019,0.26697358,0.31838197,0.22610377,0.30227295,0.23661307,0.30307966,19.887555055848786,7.774259593446461,28.353631249507433,7.794047469285767,29.112099488947905,7.308248216614653,25.27507227879453,5.520272006409031,24.94401785208358,4.735931055925642,25.198877360006183,5.910716182476382,49.20373590337301,4.539931307331134,0.16692831789376936,0.1317664638981787,3309.41139331585,1298.9598623077416,6643.709826395608,2102.8461845806914,1
vocal2.wav,-130.04999,69.2143,52.47801,46.638577,-23.831959,36.86405,-19.094278,27.525986,-37.432335,35.187733,-24.236488,18.80928,-16.466356,18.85399,-15.702611,20.559273,-31.597538,15.842947,-16.987162,13.735841,-11.179184,16.120926,-15.844915,14.503587,-3.7318478,14.0480385,0.30295008,0.2862071,0.39876077,0.27199328,0.58841085,0.34726796,0.34020534,0.250098,0.30436814,0.2948736,0.2745096,0.28819665,0.22857392,0.23612955,0.31342104,0.31019485,0.29092348,0.27497423,0.34100708,0.30062956,0.3359749,0.3141505,0.30372941,0.2858795,34.101989190424234,7.793817889862354,20.045239298722326,6.233151106704661,21.52186953763199,6.042726597979451,19.99315250364608,4.652083482909126,18.96561218753422,3.7024556196929126,20.53014434599506,4.149436493676916,47.429799235133395,3.794852919556296,0.15748052921826625,0.0917373166267257,2983.602882253303,1048.212561132478,5900.172655796488,1878.411814651712,1
vocal20.wav,-325.87952,85.03946,38.252922,49.72302,-48.221115,36.261158,-17.115667,25.883802,-25.643372,27.055607,-33.859653,21.009954,-8.314543,21.213861,-20.778162,16.756023,-60.543903,22.19538,12.27107,18.84188,-31.35181,16.499823,-4.5197773,13.441407,-4.8732643,12.651476,0.5133137,0.38958883,0.46420068,0.3893087,0.2029754,0.24621004,0.1986243,0.31980124,0.15849245,0.2165709,0.15082636,0.24126111,0.10021661,0.17032054,0.19776194,0.2816,0.1879061,0.26226938,0.1532858,0.23413752,0.22198611,0.31172866,0.2695662,0.27417535,19.811559970340532,5.728105225878821,28.734961152251177,7.394553189506658,29.792744773948655,6.0509216606577345,24.6553753297969,5.325676229467596,23.37672410385545,4.615744176359358,31.585301677316348,8.180712628627253,48.267862690328776,5.172816859258328,0.14762369791666666,0.11055529555766427,2821.540763385298,1294.7199901240606,5272.757106874047,2187.5210038812293,1
vocal21.wav,-525.41144,57.62849,-4.7285414,38.59746,-31.383911,43.738667,-9.056165,24.026037,20.814392,29.063364,-12.307957,19.698229,-17.61209,28.130844,6.275337,19.760897,1.0970471,17.137459,-5.728172,18.695078,6.5494094,20.483397,6.149811,17.684994,-7.2036552,16.179708,0.24390726,0.35034102,0.17087771,0.28313285,0.20375228,0.31170928,0.27321148,0.36385304,0.24165836,0.30638874,0.29466912,0.39955992,0.11683178,0.194849,0.1312096,0.2898853,0.12005418,0.27737364,0.08120497,0.17175947,0.16610277,0.29804984,0.15974893,0.25180894,11.7792267567219,4.76345747472697,16.096952207014084,8.777850803179446,22.470076923283152,11.622292628291202,25.775718383177324,12.148522888905163,35.88724385368717,14.590427878233418,29.672671596187204,9.09283010143285,51.24519402901103,10.425845199959303,0.2575097960475078,0.18497372766709247,3501.6683894611133,1993.941840263818,5313.368182316005,3264.440961381602,1
vocal22.wav,-256.51984,84.22645,67.56998,60.66375,6.1832376,39.75269,24.349764,42.464294,-10.981107,36.869938,-17.292204,23.882133,-20.943455,24.407267,-8.570012,20.779625,-30.10606,18.38642,-25.020527,17.077814,-5.872816,16.407135,-24.290018,15.830564,-8.612743,13.967922,0.20484743,0.30360273,0.17517133,0.26222453,0.20853275,0.27900666,0.30425486,0.35899678,0.2775597,0.30711102,0.2971125,0.35271546,0.25972718,0.30207998,0.26873553,0.30072206,0.36304668,0.38711774,0.3027643,0.31223142,0.2951367,0.35157177,0.23051009,0.28046653,32.1745989979075,8.016337353128439,24.402834384061517,6.851333656010085,25.487556510984753,7.049335537115267,22.540536373363754,5.923470539899351,21.692522364868545,4.534147567484118,22.4058421059218,4.715664958224495,48.49796573178603,4.999083705872904,0.09390424388323644,0.10043520619952721,2255.8535142747323,1336.0462367528187,4532.447140715843,2385.979449329413,1
vocal23.wav,-227.37662,91.995735,39.487488,48.16332,-22.916107,43.15205,-9.591492,40.48867,-24.149311,29.84747,-24.556719,21.276344,-19.74392,22.25065,-21.55395,20.67297,-24.999937,18.464355,-11.456005,20.767391,-22.141706,20.400671,-12.510497,14.947478,-18.433144,16.985537,0.279299,0.34883863,0.19662616,0.26390073,0.20739977,0.2755457,0.31203702,0.35562906,0.27704567,0.27254093,0.39328432,0.394759,0.24616973,0.2608538,0.24444321,0.2980989,0.30867708,0.36587724,0.23805419,0.26512054,0.24755093,0.32415697,0.19635208,0.24824606,24.852184515427336,10.726691232407976,27.600585683287232,9.051970081970802,26.340211316235763,8.701844609766022,23.85155596118773,7.316245467949301,23.51439542040194,6.11328097074747,22.686538003035142,5.652605943595213,51.06707436962603,6.063397267373682,0.13314016241776316,0.11073978720422847,2790.0074799113054,1214.2337691473674,5682.440639058872,2119.813334684168,1
vocal24.wav,-144.63599,50.972725,41.94789,44.504673,-37.96029,31.792446,-28.719479,28.718344,-23.691032,21.501513,-41.328197,17.473116,-28.38222,18.66028,-20.205036,14.177009,-38.988625,15.309786,-10.436898,15.361921,-14.300757,13.200581,-7.237914,11.430299,-13.319112,12.238433,0.32314044,0.37087154,0.15384454,0.19811475,0.19531329,0.22177178,0.39163214,0.39335057,0.285724,0.25561085,0.41099927,0.4135199,0.18626976,0.20449555,0.18409203,0.23862603,0.23560289,0.3245868,0.17299159,0.20532033,0.22547925,0.31179252,0.19769521,0.22822623,27.23298882143834,8.77873596998034,24.080645064463344,7.368396470316449,24.103609951453553,6.244705452707882,21.422352946452907,4.202976926663396,21.74196401769617,3.9864782006718196,23.47380282446948,4.727609879043787,48.64936498661407,3.84063087716933,0.13850331970781735,0.0793570901572436,2907.3320748229407,1031.896490792511,5876.439465974507,2028.6918510891112,1
vocal25.wav,-335.66367,163.30194,47.490074,66.05461,-6.435506,38.632946,-1.1890336,36.161324,-15.585245,29.835255,-18.121025,21.318449,-19.116657,25.238924,-9.487407,16.13557,-24.173235,21.102634,-15.037156,19.531599,-8.3481655,15.949645,-12.12638,15.479233,-2.661402,13.683551,0.27858794,0.35505322,0.18320045,0.26509583,0.19527997,0.28101823,0.2378033,0.32127452,0.2309504,0.28944817,0.28034082,0.35891426,0.1937849,0.23884563,0.24567574,0.31882158,0.3057092,0.36163762,0.27512535,0.3035311,0.29129827,0.35970342,0.23360854,0.27904028,22.148479097047623,10.955578361603314,21.87944102258605,10.3958963746298,22.359501400001776,8.433508583998833,22.60337112424006,7.516489898619894,23.364686904072382,8.25837979027138,22.67859473134392,7.789061456438818,45.65197008298811,9.336510455170863,0.1630919843266254,0.16465510629218008,2753.65277337249,1827.7837079103626,4822.729170949836,2927.2622609330965,1
vocal26.wav,-229.9344,82.54989,48.13066,50.811012,-24.052458,45.564503,-6.009541,44.155903,-19.64572,29.505785,-25.25614,22.930325,-22.640373,20.80453,-18.15274,20.394997,-28.169855,19.089674,-15.635631,21.432177,-21.267189,22.078165,-13.851317,16.283035,-14.102446,18.448467,0.26886064,0.34314182,0.18650642,0.26428983,0.23126507,0.30210546,0.30885777,0.35790673,0.2758545,0.29730636,0.33342463,0.3802165,0.19815181,0.24100521,0.24891904,0.29454514,0.33063188,0.3775045,0.2210202,0.26083973,0.21321587,0.30074838,0.1965329,0.24990124,24.369149027927087,10.736711346761439,27.473186604407065,8.94257797013022,27.024870173621146,8.08548465535602,24.0214896680908,6.6731676696249025,22.774033192492762,5.674942992652912,22.774924258138338,5.411843371552107,50.18632842921678,5.728160844967887,0.116097559500774,0.10155517953340316,2560.9210071418115,1165.8737009705426,5221.768424680728,2203.546288774667,1
vocal27.wav,-142.58336,55.188446,54.243855,39.916325,-29.286924,35.013195,-20.483875,33.05172,-24.709547,23.921103,-34.78976,19.318344,-21.188843,20.487999,-23.964684,15.751643,-34.141403,16.0256,-12.981121,17.365152,-14.3397665,13.342317,-8.988371,12.0906515,-14.643791,12.343136,0.3478785,0.37495312,0.17306234,0.21811944,0.20688722,0.24300052,0.3677081,0.37734547,0.2715697,0.26333103,0.35672224,0.38327268,0.2094043,0.23682016,0.23714219,0.28975397,0.27677587,0.3379551,0.21496637,0.23909032,0.2650642,0.32264486,0.23458774,0.24745826,29.46216916572948,8.057333506603715,22.552421114251302,6.383011338054418,22.887123699653948,5.48471727106618,21.348392672544385,4.208148135720954,21.10164363080731,4.017529877149128,22.649503570908404,4.8625757288268785,48.62547139592304,4.257205089249419,0.13722522806677018,0.0906906228292334,2784.8308598059184,1053.5355275047705,5582.06495202106,2032.0690604901563,1
vocal28.wav,-152.02733,57.533394,21.730938,43.491623,-32.75213,36.53903,-20.43832,28.28543,-21.021507,23.547321,-35.73348,18.966118,-29.52796,18.627071,-18.662422,14.024236,-34.22083,16.279306,-7.1569514,13.560801,-18.08802,12.877707,-12.466462,12.131044,-8.110508,12.008064,0.3000074,0.35468248,0.17385092,0.21858771,0.22016035,0.25495574,0.33846,0.37336245,0.2598092,0.24689545,0.36447182,0.39904943,0.20463394,0.22101898,0.23689012,0.28860185,0.26694378,0.3300879,0.23727767,0.2526244,0.29933542,0.35150132,0.22667432,0.2471857,20.82109881529554,8.032636605213108,25.40875006235535,7.852521791759727,24.152651851678502,6.487569975374442,21.05654535487751,4.826156709942869,20.108105107458538,3.521468537416219,21.23522196334784,4.034238967841048,47.20730874910192,3.715310388532036,0.1525678605118034,0.08824608196281791,3279.2429363252336,1014.3236508381989,6751.892505563081,1644.4614033379532,1
vocal3.wav,-97.38893,71.94566,42.02657,35.121727,-44.5574,28.017033,-18.725067,29.230532,-25.419043,32.228565,-20.121603,15.224752,-20.753736,15.34233,-24.780632,16.693491,-26.053381,13.57974,-16.174772,14.267106,-6.491509,16.185637,-14.292113,12.50334,-9.306857,11.871966,0.2697908,0.28134376,0.33718568,0.26690525,0.4952202,0.36374396,0.33359325,0.26668417,0.33891883,0.28943527,0.3455483,0.2939415,0.28509426,0.24121998,0.37608057,0.31100363,0.33627844,0.29040283,0.35467038,0.31126755,0.37368342,0.3313726,0.28426853,0.25115824,33.282868304648176,9.546466072197864,19.777853936441492,6.008087897144725,20.424514685296376,4.925125208711772,18.226421172089847,3.5549622280826747,18.724951017449058,3.195005686831137,19.324671352918887,2.9982105648307673,47.680630896351154,3.829210785319429,0.17691956511222912,0.10000421332917962,3135.457137574187,941.8512395420368,6132.521250816321,1602.8732156812837,1
vocal30.wav,-333.0237,109.54013,58.964134,42.062588,7.722378,37.309845,-5.1296663,37.08057,-14.878614,30.486473,8.449314,25.643097,1.2151157,26.674055,-0.25526887,15.974043,-22.599579,15.167244,-19.443844,16.184072,-5.446799,16.406595,-5.9205127,19.310051,-4.311165,18.787552,0.16492419,0.21148045,0.32414246,0.4166533,0.17059688,0.22318095,0.23707877,0.36024007,0.21967068,0.34300056,0.12408592,0.20840651,0.18582465,0.33557194,0.1540969,0.24376343,0.21004857,0.35213563,0.15532532,0.27296528,0.14700782,0.24307,0.22506484,0.37081346,18.364300057283646,8.073104695898879,22.006440943808347,9.674028610076949,25.625696956249595,7.789258276339468,31.376355211606835,12.408376929313418,25.316535654341934,7.261428580626831,23.21987356011783,7.330763684734903,48.31058034498318,7.233230299682196,0.08222185434486781,0.07100719408670605,1595.5173247706985,995.697295253607,2832.6543591441487,2419.2922631666884,1
vocal31.wav,-283.2798,107.559006,71.417595,52.100502,-38.885643,29.979301,5.44706,34.835648,3.1871414,30.948997,-35.776993,19.874521,-9.932983,18.92754,-10.121385,13.603787,-49.42008,21.050816,16.325047,15.868521,-17.130594,19.871275,-8.508267,12.300232,-8.27748,10.841267,0.47616804,0.38832977,0.42656037,0.36423442,0.2004134,0.21426864,0.14732969,0.23227045,0.18393308,0.22524902,0.26362497,0.33457658,0.16849954,0.20932476,0.27351457,0.3105729,0.23568882,0.25412554,0.18714167,0.24205568,0.3348002,0.37487754,0.28977334,0.25461254,32.47472678668718,8.264674526499068,26.40756832887932,6.479660902231437,26.08412714672745,6.0983141061584965,22.562685528567783,4.802956840364512,22.282993986161788,3.818094195498021,31.867271740402494,6.144042184140917,47.705097777091886,4.654287310111263,0.11693001406752411,0.09258973085472616,2350.368523075011,984.8249467766199,4529.2080894543815,1860.3155118886928,1
vocal32.wav,-281.04507,82.5686,61.09765,48.13073,13.941817,41.261795,3.9003427,37.942875,-11.673851,40.746277,-2.11655,20.321884,-35.3797,28.371311,-2.5379057,18.072828,-18.197622,15.794988,-26.614382,19.859903,-8.188615,15.736677,-26.241026,14.910085,-20.170109,12.760036,0.21402572,0.28259447,0.23835674,0.35799307,0.19169377,0.2539941,0.2614272,0.34973484,0.23647143,0.33811045,0.18800886,0.26424858,0.22882763,0.34212965,0.21914072,0.28713104,0.2643448,0.36176506,0.20905554,0.28634357,0.22938974,0.29711306,0.26168042,0.35317737,26.095470218110123,8.563152776489687,26.902017278468005,7.426725921227716,27.24118811844756,7.3991350557368625,23.909837848071618,6.126370797767077,23.926254083000003,4.945917895600629,24.697478650668117,5.072925250919889,50.677234924170605,5.640004883143715,0.09211282169117647,0.11919346807441078,2112.2502997320044,1413.6833843979257,4362.406954455302,2571.0915302293033,1
vocal33.wav,-269.37927,92.58768,42.73285,49.02818,-3.1488879,45.937252,-7.172321,33.44455,-13.190327,44.400314,-11.495023,22.764315,-36.578396,22.972267,-10.079953,16.535776,-21.107128,17.103062,-24.900599,19.057234,-12.817037,15.400973,-25.368261,14.167193,-16.659016,16.386955,0.34538198,0.34874916,0.38073793,0.40851194,0.23620687,0.27001435,0.24098437,0.32387102,0.21572725,0.3230521,0.14063096,0.23149098,0.1700003,0.30323365,0.13762668,0.22660695,0.18504965,0.29745486,0.15735835,0.24065658,0.22491634,0.3032127,0.2910702,0.34562808,22.24677404097931,7.616179258447661,28.710409378578277,7.529364165717255,28.55132455475139,7.999226871295783,25.70203884711383,6.458124748195978,24.833112188860134,5.668245216630928,26.9347394783892,5.120930157799007,49.125171865265386,4.984582615612941,0.11104656963525542,0.10769407316455869,2396.195531473246,1328.6619207629649,4725.071428139512,2506.7376784958838,1
vocal34.wav,-278.13113,97.15719,49.216705,52.726376,-2.339416,41.28484,-22.44703,31.733387,-37.355167,42.578117,-8.665223,22.751778,-23.064425,27.398516,-5.599764,24.834976,-29.480646,22.831327,-16.213829,15.4175825,-12.1217165,15.793988,-20.298512,16.195513,-6.7837095,18.996922,0.27392918,0.3010995,0.40332472,0.43006074,0.21049157,0.2561117,0.21548997,0.30148372,0.22592565,0.33126527,0.16584712,0.25338927,0.21768975,0.33788192,0.18610626,0.26393238,0.24497634,0.33438003,0.14614446,0.22822526,0.16184139,0.2518767,0.23493952,0.33821142,20.170504910803427,7.823921043960242,29.282784917281155,8.705862603676588,30.57705287970577,8.603825431940896,29.00136336590615,8.252998236108045,29.18253069133699,8.131031662754934,28.27384642760136,5.584285251022477,52.807559865265496,6.815164120331178,0.1287610434427042,0.11271119639192961,2368.853116675335,1262.4465729807891,4678.3914830739495,2395.705434916049,1
